Order_ID,Priority_Level,Assigned_Vehicle,Status,Escalated
ghro500802798,High,van,Delivered,Yes
emcs033146715,High,van,Delivered,Yes
zfrm158583942,High,van,Delivered,Yes
onod348403926,High,van,Delivered,Yes
awvv692470490,High,van,Delivered,Yes
jwya639820029,High,van,Delivered,Yes
lnww047786674,High,van,Delivered,Yes
ewpc013425845,High,van,Delivered,No
qjuk792345785,High,van,Delivered,Yes
zvqj927108231,High,van,Delivered,Yes
zasz421985317,High,van,Delivered,Yes
ciyw206306265,High,van,Delivered,Yes
rxzn805640761,High,van,Delivered,Yes
guta467856816,High,van,Delivered,Yes
umly173549903,High,van,Delivered,No
ssuu671186308,High,van,Delivered,Yes
eade073482061,High,van,Delivered,Yes
vmnw044819119,High,van,Delivered,No
nyvi639345603,High,van,Delivered,Yes
zfnh403943286,High,van,Delivered,No
bwfb773024765,High,van,Delivered,Yes
esjr980100505,High,van,Delivered,Yes
miej462743545,High,van,Delivered,Yes
abps198172509,High,van,Delivered,Yes
tmjb401154135,High,van,Delivered,Yes
ipst932540335,High,van,Delivered,Yes
duxy621505411,High,van,Delivered,Yes
sqxv881829047,High,van,Delivered,Yes
xnts557386660,High,van,Delivered,Yes
dfbw795029970,High,van,Delivered,Yes
phab200757258,High,van,Delivered,Yes
bylh111948189,High,van,Delivered,Yes
sdbp509288274,High,van,Delivered,Yes
kmpw747022674,High,van,Delivered,Yes
wxrq933403276,High,van,Delivered,Yes
zunj725168544,High,van,Delivered,Yes
rpfy691592853,High,van,Delivered,Yes
wcsy849783566,High,van,Delivered,Yes
urxk363327629,High,van,Delivered,Yes
egxr766830237,High,van,Delivered,Yes
kmdy784463141,High,van,Delivered,Yes
swdt600879720,High,van,Delivered,Yes
uzir445830430,High,van,Delivered,Yes
vqay735688186,High,van,Delivered,Yes
egmp656005667,High,van,Delivered,Yes
cqlg193745015,High,van,Delivered,Yes
phzq309295323,High,van,Delivered,Yes
kdgv283392818,High,van,Delivered,Yes
gmug626868993,High,van,Delivered,Yes
biit335575495,High,van,Delivered,No
qzsq870178189,High,van,Delivered,Yes
rqmc350248487,High,van,Delivered,Yes
lcrf135617307,High,van,Delivered,No
bcif332358867,High,van,Delivered,Yes
xceb413433731,High,van,Delivered,Yes
dgzx752032587,High,van,Delivered,Yes
mhvo300829914,High,van,Delivered,Yes
locx773842139,High,van,Delivered,Yes
qlzv285103846,High,van,Delivered,Yes
sigb567217105,High,van,Delivered,Yes
zupg622877036,High,van,Delivered,Yes
yjvd240553836,High,van,Delivered,Yes
ouqz075672015,High,van,Delivered,Yes
ldok814242739,High,van,Delivered,Yes
kcqi341122870,High,van,Delivered,Yes
hytv841679541,High,van,Delivered,Yes
lfrp326931940,High,van,Delivered,Yes
envo349612657,High,van,Delivered,Yes
fbyu382969008,High,van,Delivered,Yes
dckw042452140,High,van,Delivered,No
vmfc685231019,High,van,Delivered,Yes
grty585560451,High,van,Delivered,Yes
eqff168160784,High,van,Delivered,Yes
ivpw065661581,High,van,Delivered,Yes
gkoz213012876,High,van,Delivered,Yes
fymm729679516,High,van,Delivered,Yes
biyw634726934,High,van,Delivered,Yes
byzz141544834,High,van,Delivered,No
fxit065131417,High,van,Delivered,Yes
yswj838941988,High,van,Delivered,Yes
vaby203194775,High,van,Delivered,Yes
porr933181991,High,van,Delivered,Yes
bmpu701426205,High,van,Delivered,Yes
vhkw112854767,High,van,Delivered,Yes
zvle836127944,High,van,Delivered,Yes
xbuf671476762,High,van,Delivered,Yes
plbw437893744,High,van,Delivered,Yes
nejf881305383,High,van,Delivered,Yes
almt870702252,High,van,Delivered,Yes
kazj987590087,High,van,Delivered,Yes
erqq723247167,High,van,Delivered,Yes
tcwn485861231,High,van,Delivered,Yes
ulzk913297326,High,van,Delivered,Yes
ygip222810394,High,van,Delivered,Yes
xqzv558869767,High,van,Delivered,Yes
mnpg116518575,High,van,Delivered,Yes
ehcu744896931,High,van,Delivered,Yes
gvao571655470,High,van,Delivered,Yes
gxnb458345580,High,van,Delivered,Yes
xomi361629123,High,van,Delivered,Yes
tflr080642766,High,van,Delivered,No
qhfe856227082,High,van,Delivered,Yes
iwoh504143184,High,van,Delivered,Yes
mbls659268040,High,van,Delivered,Yes
cjuu366571153,High,van,Delivered,Yes
gfkv647305086,High,van,Delivered,Yes
txya316902280,High,van,Delivered,Yes
elmo760335736,High,van,Delivered,Yes
liui424834214,High,van,Delivered,Yes
llkt745948990,High,van,Delivered,Yes
lndq594698906,High,van,Delivered,Yes
hbzf652941890,High,van,Delivered,Yes
whsx037976688,High,van,Delivered,Yes
swis627350647,High,van,Delivered,Yes
qzdn823886691,High,van,Delivered,Yes
ztdf671914713,High,van,Delivered,Yes
dwmi553427300,High,van,Delivered,Yes
dzpf085036982,High,van,Delivered,Yes
boly313497498,High,van,Delivered,Yes
ieog486807782,High,van,Delivered,No
iypy055720914,High,van,Delivered,Yes
gdse187382384,High,van,Delivered,Yes
dhjq018235656,High,van,Delivered,Yes
dtyu604984470,High,van,Delivered,Yes
eomg799196102,High,van,Delivered,Yes
erbf477338472,High,van,Delivered,Yes
ntfd161652966,High,van,Delivered,Yes
lbdc628419105,High,van,Delivered,No
wcdj888001801,High,van,Delivered,Yes
wcsq989136228,High,van,Delivered,Yes
ekdh880248874,High,van,Delivered,Yes
gxyp468443490,High,van,Delivered,Yes
txiy624107358,High,van,Delivered,Yes
mpcr309690576,High,van,Delivered,Yes
cmsw716477714,High,van,Delivered,Yes
uhrq321229905,High,van,Delivered,Yes
wyrc796550556,High,van,Delivered,Yes
rsbi332195052,High,van,Delivered,Yes
nteb921483781,High,van,Delivered,Yes
vuro567243938,High,van,Delivered,Yes
ebxl872480293,High,van,Delivered,Yes
yzki105766118,High,van,Delivered,Yes
dldo765905260,High,van,Delivered,Yes
jthy449686399,High,van,Delivered,Yes
lpga165969308,High,van,Delivered,Yes
eeid213648314,High,van,Delivered,Yes
frle496683996,High,van,Delivered,Yes
idau666217446,High,van,Delivered,No
hfnh015770348,High,van,Delivered,Yes
esis123009857,High,van,Delivered,Yes
drkl961006767,High,van,Delivered,Yes
hacf085338474,High,van,Delivered,Yes
mpdo146793146,High,van,Delivered,Yes
xqwi820979037,High,van,Delivered,Yes
bkdw029432696,High,van,Delivered,No
dkkr770879777,High,van,Delivered,No
rqet362232390,High,van,Delivered,Yes
tdmb232256732,High,van,Delivered,Yes
yoqh896977490,High,van,Delivered,Yes
fcnr428812186,High,van,Delivered,No
wyau028287476,High,van,Delivered,Yes
focb167508038,High,van,Delivered,Yes
pvic947274819,High,van,Delivered,Yes
iajt567932753,High,van,Delivered,Yes
iobt295009274,High,van,Delivered,Yes
qdis209650229,High,van,Delivered,Yes
vnsg123980898,High,van,Delivered,Yes
adbp211414707,High,van,Delivered,Yes
hope635255257,High,van,Delivered,Yes
lksh997620402,High,van,Delivered,Yes
ivmv183092091,High,van,Delivered,Yes
wysd530510866,High,van,Delivered,Yes
pufo421605996,High,van,Delivered,Yes
zbvw917149958,High,van,Delivered,Yes
nksq651499286,High,van,Delivered,No
ebbq040382476,High,van,Delivered,No
issx365791260,High,van,Delivered,Yes
wzpy849707383,High,van,Delivered,Yes
hhtb272013698,High,van,Delivered,Yes
njpp697217433,High,van,Delivered,No
wdrd422920914,High,van,Delivered,No
brfo341552581,High,van,Delivered,Yes
nedo048332618,High,van,Delivered,Yes
zvpi539371491,High,van,Delivered,Yes
shiu839078778,High,van,Delivered,Yes
avdr940774862,High,van,Delivered,Yes
qtdk066895364,High,van,Delivered,Yes
fuqd016669781,High,van,Delivered,Yes
iyke229405321,High,van,Delivered,Yes
dncj844887152,High,van,Delivered,Yes
lawf703689432,High,van,Delivered,Yes
opxj103054744,High,van,Delivered,Yes
zntf652556478,High,van,Delivered,Yes
oycz436594379,High,van,Delivered,Yes
fpne391096079,High,van,Delivered,Yes
evvo556853585,High,van,Delivered,Yes
xibv851482856,High,van,Delivered,Yes
ldio381176434,High,van,Delivered,Yes
roia240593209,High,van,Delivered,Yes
ufss006218469,High,van,Delivered,No
wvhj250518876,High,van,Delivered,Yes
fhgh481889120,High,van,Delivered,Yes
eqqz259951830,High,van,Delivered,Yes
nswz690256123,High,van,Delivered,Yes
yktz030382039,High,van,Delivered,Yes
mecn753116330,High,van,Delivered,Yes
bfsl464505221,High,van,Delivered,Yes
euuv665660876,High,van,Delivered,Yes
qhij918897749,High,van,Delivered,Yes
yfly229255965,High,van,Delivered,Yes
xfhm571629584,High,van,Delivered,Yes
gvsu408487868,High,van,Delivered,Yes
jbgw365776338,High,van,Delivered,Yes
fpho453798056,High,van,Delivered,Yes
lukd837222017,High,van,Delivered,Yes
hhrj693381360,High,van,Delivered,Yes
fomw933786888,High,van,Delivered,Yes
vmpa836666995,High,van,Delivered,Yes
pmnh956212049,High,van,Delivered,Yes
ztpo870752599,High,van,Delivered,Yes
pldj700707118,High,van,Delivered,Yes
yymc305440205,High,van,Delivered,Yes
thlg759478293,High,van,Delivered,Yes
urya159334606,High,van,Delivered,Yes
jhob490485016,High,van,Delivered,Yes
ndyz874375018,High,van,Delivered,Yes
wlgn517534992,High,van,Delivered,Yes
npyk754144442,High,van,Delivered,Yes
osvz658858647,High,van,Delivered,Yes
olwv091052065,High,van,Delivered,No
gxkj188882391,High,van,Delivered,Yes
uags803364011,High,van,Delivered,No
yhlz470649675,High,van,Delivered,Yes
nonv177735368,High,van,Delivered,Yes
oflt923042885,High,van,Delivered,Yes
jirx740366444,High,van,Delivered,Yes
riql563535177,High,van,Delivered,Yes
tjpk595104760,High,van,Delivered,Yes
gcec689324178,High,van,Delivered,Yes
qzal761409600,High,van,Delivered,Yes
rbar521574272,High,van,Delivered,Yes
qzok183380262,High,van,Delivered,Yes
asqc845899023,High,van,Delivered,Yes
siqq741170330,High,van,Delivered,Yes
rung806309468,High,van,Delivered,Yes
hvfk116717001,High,van,Delivered,Yes
uciy698199415,High,van,Delivered,Yes
iwha203659346,High,van,Delivered,No
hirc291434367,High,van,Delivered,No
zhcc612642568,High,van,Delivered,Yes
zmwr866473380,High,van,Delivered,Yes
ghub296719624,High,van,Delivered,Yes
ntpl051020571,High,van,Delivered,Yes
rzpj762605173,High,van,Delivered,Yes
lsfu893332786,High,van,Delivered,Yes
vawm976844992,High,van,Delivered,No
ycne580688744,High,van,Delivered,Yes
jauk309271050,High,van,Delivered,Yes
zxov203161262,High,van,Delivered,Yes
zciq333704083,High,van,Delivered,Yes
tgsm570452632,High,van,Delivered,Yes
plmz015683005,High,van,Delivered,Yes
wbsj929651200,High,van,Delivered,Yes
rlzf487588467,High,van,Delivered,Yes
qtdm072964625,High,van,Delivered,Yes
kphu782070946,High,van,Delivered,Yes
lcnc377598487,High,van,Delivered,Yes
zsqz075386567,High,van,Delivered,Yes
lsjg310906030,High,van,Delivered,Yes
lqpr221536417,High,van,Delivered,Yes
xnqu042475857,High,van,Delivered,Yes
ombd176351418,High,van,Delivered,Yes
gxqu522093021,High,van,Delivered,Yes
dwbm303023887,High,van,Delivered,No
kpch052608254,High,van,Delivered,No
uvbg354674399,High,van,Delivered,Yes
irhw643229368,High,van,Delivered,Yes
vbtf148757529,High,van,Delivered,Yes
sjgx278309011,High,van,Delivered,Yes
pliw853064744,High,van,Delivered,Yes
iihx290028071,High,van,Delivered,Yes
tfol045526947,High,van,Delivered,Yes
ulel319330469,High,van,Delivered,Yes
yhdf316423028,High,van,Delivered,Yes
tcra913838565,High,van,Delivered,No
pvwk173148649,High,van,Delivered,Yes
noqj430490374,High,van,Delivered,Yes
cwzg894003232,High,van,Delivered,Yes
toem845635242,High,van,Delivered,Yes
dwct544970983,High,van,Delivered,Yes
mflf536758603,High,van,Delivered,Yes
looc219609775,High,van,Delivered,Yes
aalw325993899,High,van,Delivered,Yes
dclu403721893,High,van,Delivered,Yes
reka549406547,High,van,Delivered,Yes
rybc158296303,High,van,Delivered,Yes
vcxg064129788,High,van,Delivered,Yes
hnvz206081194,High,van,Delivered,Yes
iyvk759078564,High,van,Delivered,Yes
vnvj184126964,High,van,Delivered,No
bjic019505255,High,van,Delivered,Yes
frhp392004705,High,van,Delivered,Yes
oyra153469412,High,van,Delivered,Yes
jvgx286930880,High,van,Delivered,Yes
pwcu640727195,High,van,Delivered,Yes
agrw577574035,High,van,Delivered,Yes
voir265659239,High,van,Delivered,Yes
lkvu726511155,High,van,Delivered,Yes
nhxs879722090,High,van,Delivered,Yes
fffv795128601,High,van,Delivered,Yes
dhml093774896,High,van,Delivered,No
rxuq898518074,High,van,Delivered,Yes
pwdv631297652,High,van,Delivered,Yes
dvle585107480,High,van,Delivered,Yes
mxss631771488,High,van,Delivered,Yes
gegf779436236,High,van,Delivered,Yes
wpwf386191318,High,van,Delivered,No
szvk897550936,High,van,Delivered,Yes
knfz098512205,High,van,Delivered,Yes
qqrl597245592,High,van,Delivered,Yes
aifw876916082,High,van,Delivered,Yes
sxhu648693180,High,van,Delivered,Yes
oond605763985,High,van,Delivered,Yes
bvxa920799820,High,van,Delivered,No
yido834429336,High,van,Delivered,Yes
lubp626120036,High,van,Delivered,Yes
qzgu384833604,High,van,Delivered,Yes
rvmn735969638,High,van,Delivered,Yes
izuy093471848,High,van,Delivered,Yes
srmy926395438,High,van,Delivered,Yes
uprf237007352,High,van,Delivered,Yes
zlwb375781722,High,van,Delivered,Yes
tdix232025229,High,van,Delivered,Yes
upcm745833938,High,van,Delivered,Yes
rwnb735696528,High,van,Delivered,Yes
isbu458379538,High,van,Delivered,Yes
nbhs176177085,High,van,Delivered,Yes
losg145205562,High,van,Delivered,Yes
mizs447749091,High,van,Delivered,Yes
rone007421944,High,van,Delivered,Yes
iyns803728526,High,van,Delivered,Yes
tyln267408329,High,van,Delivered,Yes
terl559340113,High,van,Delivered,Yes
wcvo995029363,High,van,Delivered,No
bbub059230065,High,van,Delivered,Yes
sqti914850913,High,van,Delivered,Yes
skoa643359236,High,van,Delivered,No
xnmy546485369,High,van,Delivered,Yes
nxlj591845657,High,van,Delivered,Yes
ncrz502164963,High,van,Delivered,Yes
ycrk712505459,High,van,Delivered,Yes
xcwp430436615,High,van,Delivered,Yes
iblx188193006,High,van,Delivered,Yes
eqcs597741768,High,van,Delivered,Yes
idum005389535,High,van,Delivered,Yes
heyu310052161,High,van,Delivered,Yes
dixp483214957,High,van,Delivered,Yes
qipx686080664,High,van,Delivered,Yes
ecsr836754205,High,van,Delivered,Yes
rcau564985418,High,van,Delivered,Yes
zmgn330241155,High,van,Delivered,Yes
eomb715337383,High,van,Delivered,Yes
fcod647026570,High,van,Delivered,Yes
woms255223947,High,van,Delivered,Yes
cmhn693842198,High,van,Delivered,Yes
ovzh600026403,High,van,Delivered,Yes
ythy451434486,High,van,Delivered,Yes
gdpq310796424,High,van,Delivered,Yes
lvnl145765307,High,van,Delivered,Yes
ygsw761070951,High,van,Delivered,Yes
dwti690520443,High,van,Delivered,Yes
vipf328351562,High,van,Delivered,Yes
exfq594423953,High,van,Delivered,Yes
qhrt912707968,High,van,Delivered,Yes
fyal835986643,High,van,Delivered,Yes
cxog828223293,High,van,Delivered,Yes
jbzs021248443,High,van,Delivered,Yes
gejw623978202,High,van,Delivered,Yes
kwif674549989,High,van,Delivered,Yes
rsxw736074944,High,van,Delivered,Yes
javf026041125,High,van,Delivered,Yes
bsre729188771,High,van,Delivered,Yes
orlf357408366,High,van,Delivered,Yes
kgyc714035529,High,van,Delivered,Yes
gobx618930976,High,van,Delivered,Yes
ewhr067858425,High,van,Delivered,Yes
lncg067717683,High,van,Delivered,Yes
xztj099397630,High,van,Delivered,Yes
sfec770284643,High,van,Delivered,Yes
kpks866972719,High,van,Delivered,Yes
sntj996322479,High,van,Delivered,Yes
weht210228587,High,van,Delivered,Yes
cvpw371001488,High,van,Delivered,Yes
nkod623379586,High,van,Delivered,Yes
yoxp174979386,High,van,Delivered,Yes
rzeq243200052,High,van,Delivered,Yes
cxes540471486,High,van,Delivered,Yes
wwve206217150,High,van,Delivered,Yes
loqy430001953,High,van,Delivered,Yes
omkk619660104,High,van,Delivered,Yes
jdwo797901875,High,van,Delivered,Yes
fequ232158325,High,van,Delivered,Yes
xisu844664310,High,van,Delivered,Yes
mowp417845863,High,van,Delivered,Yes
nhgg619886731,High,van,Delivered,Yes
bevi793692386,High,van,Delivered,Yes
zcyg253041877,High,van,Delivered,Yes
tpiq906522624,High,van,Delivered,Yes
mofn415990816,High,van,Delivered,Yes
gfdb680914770,High,van,Delivered,Yes
mxpi527488740,High,van,Delivered,Yes
xsde850901013,High,van,Delivered,Yes
bbkv010349789,High,van,Delivered,Yes
wuel145778470,High,van,Delivered,Yes
etbn488415375,High,van,Delivered,Yes
qqik896233898,High,van,Delivered,Yes
mtgw243017169,High,van,Delivered,Yes
rstp317638501,High,van,Delivered,Yes
vlii637712843,High,van,Delivered,Yes
croz005744994,High,van,Delivered,Yes
huuc961682498,High,van,Delivered,Yes
vgqc762446457,High,van,Delivered,Yes
pjhl884701244,High,van,Delivered,Yes
rhet969238773,High,van,Delivered,Yes
oyej500695754,High,van,Delivered,Yes
cgfq955355819,High,van,Delivered,Yes
zras966938511,High,van,Delivered,Yes
uaxw104762623,High,van,Delivered,Yes
aikq700476473,High,van,Delivered,Yes
ntgz471460214,High,van,Delivered,Yes
ouny260570461,High,van,Delivered,Yes
gbfl400867171,High,van,Delivered,Yes
outw576225591,High,van,Delivered,Yes
jbij329128862,High,van,Delivered,Yes
kxkp034410423,High,van,Delivered,Yes
blkh026373318,High,van,Delivered,Yes
lrhe316879463,High,van,Delivered,Yes
qokm979287435,High,van,Delivered,Yes
amej768823025,High,van,Delivered,Yes
oigr966956316,High,van,Delivered,Yes
ajut665204298,High,van,Delivered,Yes
ppqa445692289,High,van,Delivered,Yes
lzkf441061840,High,van,Delivered,Yes
vcgc807776907,High,van,Delivered,Yes
gtns166966307,High,van,Delivered,No
vbli887661086,High,van,Delivered,Yes
dhqc095863250,High,van,Delivered,Yes
xjsr866085467,High,van,Delivered,Yes
ocqq374053046,High,van,Delivered,Yes
niaz834379782,High,van,Delivered,Yes
ircm089776359,High,van,Delivered,Yes
behi191362032,High,van,Delivered,Yes
hksb343040189,High,van,Delivered,No
ciut530520548,High,van,Delivered,Yes
kkpm327908940,High,van,Delivered,Yes
ppos253362636,High,van,Delivered,No
skke907595733,High,van,Delivered,Yes
bpxi724685971,High,van,Delivered,Yes
obxc145867301,High,van,Delivered,Yes
xhmr052749564,High,van,Delivered,Yes
adjj409672620,High,van,Delivered,Yes
ezwr965938988,High,van,Delivered,Yes
jhwb104938213,High,van,Delivered,Yes
htqr205870048,High,van,Delivered,Yes
jiti199734374,High,van,Delivered,Yes
uhek200907234,High,van,Delivered,Yes
cvxg497046525,High,van,Delivered,Yes
hads853913474,High,van,Delivered,Yes
wmog347571561,High,van,Delivered,Yes
hxei512396245,High,van,Delivered,No
nsvq860275621,High,van,Delivered,Yes
rqev166023721,High,van,Delivered,Yes
evku163756754,High,van,Delivered,No
ejnr123301945,High,van,Delivered,Yes
gvvp694112425,High,van,Delivered,Yes
qpbl735052094,High,van,Delivered,Yes
kqzt099251679,High,van,Delivered,Yes
mqng742022672,High,van,Delivered,Yes
aebu077064814,High,van,Delivered,Yes
kvgv186976810,High,van,Delivered,Yes
bvwn979194913,High,van,Delivered,Yes
adiu411489110,High,van,Delivered,Yes
yplf506077629,High,van,Delivered,Yes
kxdx925420420,High,van,Delivered,Yes
vwnc413634407,High,van,Delivered,Yes
ipmh706425496,High,van,Delivered,Yes
jgpz956616460,High,van,Delivered,Yes
achx419382767,High,van,Delivered,Yes
dwou276457700,High,van,Delivered,Yes
aigp351310345,High,van,Delivered,Yes
vmqu473744216,High,van,Delivered,No
qwut543233705,High,van,Delivered,Yes
puqz300117493,High,van,Delivered,Yes
pacj171062802,High,van,Delivered,Yes
blpn691122119,High,van,Delivered,Yes
cxun791549184,High,van,Delivered,Yes
nibt897212417,High,van,Delivered,Yes
yzyv510183612,High,van,Delivered,Yes
kyzc905142538,High,van,Delivered,Yes
ugtj420665555,High,van,Delivered,Yes
grul848508139,High,van,Delivered,Yes
eera022264653,High,van,Delivered,Yes
sbph973486747,High,van,Delivered,Yes
uknr264746965,High,van,Delivered,Yes
buyf082943258,High,van,Delivered,Yes
wkgh317967233,High,van,Delivered,Yes
gslk012966826,High,van,Delivered,Yes
vmpp400771054,High,van,Delivered,Yes
eiqo080580656,High,van,Delivered,Yes
rvye638706646,High,van,Delivered,Yes
tvoo824289539,High,van,Delivered,Yes
egid215275405,High,van,Delivered,Yes
niwp373458362,High,van,Delivered,Yes
epsm336958909,High,van,Delivered,Yes
pupa164939391,High,van,Delivered,Yes
qlhc735870749,High,van,Delivered,Yes
wkgq411052173,High,van,Delivered,Yes
ayaj201241775,High,van,Delivered,Yes
tknw914369280,High,van,Delivered,Yes
okuo618354310,High,van,Delivered,Yes
dano574793988,High,van,Delivered,Yes
dtgd072370110,High,van,Delivered,Yes
ivqc119218474,High,van,Delivered,Yes
pqka543784915,High,van,Delivered,Yes
yzpz553952946,High,van,Delivered,Yes
edga220112902,High,van,Delivered,Yes
qhng798718227,High,van,Delivered,Yes
wexp291717053,High,van,Delivered,Yes
jjcg714694317,High,van,Delivered,Yes
gwom308973659,High,van,Delivered,Yes
zjov356432804,High,van,Delivered,Yes
bdbj194998926,High,van,Delivered,Yes
mhvd999095748,High,van,Delivered,Yes
ieki386336917,High,van,Delivered,Yes
skbw796636169,High,van,Delivered,Yes
wdqt651815245,High,van,Delivered,Yes
hyxe320144298,High,van,Delivered,Yes
icwn581273074,High,van,Delivered,Yes
nesj140224546,High,van,Delivered,Yes
dhzc378823339,High,van,Delivered,Yes
fkxn988881410,High,van,Delivered,Yes
kqoy700632236,High,van,Delivered,Yes
pvou009006258,High,van,Delivered,Yes
xehs949919113,High,van,Delivered,Yes
mavx235537202,High,van,Delivered,No
aynd703499644,High,van,Delivered,Yes
tjgx733681715,High,van,Delivered,Yes
tdcb272474294,High,van,Delivered,No
yqdz237510812,High,van,Delivered,Yes
kzis622349053,High,van,Delivered,Yes
jfzb132207383,High,van,Delivered,Yes
nzwj658510245,High,van,Delivered,Yes
ygaj653039826,High,van,Delivered,No
hfhz715235372,High,van,Delivered,Yes
pcod925361708,High,van,Delivered,No
zhdr491823064,High,van,Delivered,Yes
ayjv211798889,High,van,Delivered,Yes
dwwg023844650,High,van,Delivered,Yes
wdad140017146,High,van,Delivered,No
hdiv068114477,High,van,Delivered,Yes
ktzt053940208,High,van,Delivered,Yes
hsle612205967,High,van,Delivered,Yes
cvcn598897007,High,van,Delivered,Yes
mpls696156306,High,van,Delivered,Yes
lpsy820965857,High,van,Delivered,Yes
ldey782631108,High,van,Delivered,Yes
zjfg260551735,High,van,Delivered,No
gifu432621953,High,van,Delivered,Yes
csdk510311466,High,van,Delivered,Yes
sbdk210032280,High,van,Delivered,Yes
puxu022119317,High,van,Delivered,No
jtzu657411570,High,van,Delivered,No
iizm152470742,High,van,Delivered,Yes
btfm969068738,High,van,Delivered,Yes
zvvu899448117,High,van,Delivered,Yes
zwel325207305,High,van,Delivered,Yes
dipy424560476,High,van,Delivered,Yes
dzlv707541707,High,van,Delivered,No
yxoa846354899,High,van,Delivered,Yes
wkuk618496406,High,van,Delivered,Yes
dbrl021417409,High,van,Delivered,Yes
cdwx584680357,High,van,Delivered,Yes
hycq476481074,High,van,Delivered,Yes
bcmr189231336,High,van,Delivered,Yes
rcdp572752821,High,van,Delivered,Yes
luls182632868,High,van,Delivered,Yes
uxgu092189665,High,van,Delivered,No
erhq069539794,High,van,Delivered,Yes
eklr112179474,High,van,Delivered,Yes
nhok690079470,High,van,Delivered,Yes
jdxh984081643,High,van,Delivered,Yes
qyxa003006723,High,van,Delivered,Yes
nemj326622443,High,van,Delivered,Yes
rybb904032972,High,van,Delivered,Yes
pznd962348122,High,van,Delivered,Yes
jsyz755112847,High,van,Delivered,Yes
guyj682509390,High,van,Delivered,Yes
ozkl269725205,High,van,Delivered,Yes
utkj090369471,High,van,Delivered,Yes
tgjx880604444,High,van,Delivered,Yes
eocs209910469,High,van,Delivered,Yes
gcxd097702882,High,van,Delivered,Yes
ybru294711292,High,van,Delivered,Yes
nocj938495186,High,van,Delivered,Yes
juin723312217,High,van,Delivered,Yes
kcim222523823,High,van,Delivered,Yes
ayrq240261027,High,van,Delivered,Yes
ntlr143607212,High,van,Delivered,Yes
cgxd581136793,High,van,Delivered,Yes
urrp476578132,High,van,Delivered,Yes
dpzj893021345,High,van,Delivered,Yes
iilm864455330,High,van,Delivered,Yes
nueq424390647,High,van,Delivered,No
kfpk982404642,High,van,Delivered,No
lycg959453636,High,van,Delivered,Yes
hele210805510,High,van,Delivered,Yes
wpnl902620336,High,van,Delivered,Yes
qpbt441462718,High,van,Delivered,Yes
mtpb961035133,High,van,Delivered,Yes
wxzn327559387,High,van,Delivered,Yes
lqjj627744350,High,van,Delivered,Yes
smeh602206685,High,van,Delivered,Yes
ncpe641518875,High,van,Delivered,Yes
scpn121522545,High,van,Delivered,Yes
oboh946412109,High,van,Delivered,Yes
oraq842664068,High,van,Delivered,Yes
tkeq575876631,High,van,Delivered,Yes
zkpv927268165,High,van,Delivered,Yes
cxsd342749449,High,van,Delivered,Yes
zcni088049978,High,van,Delivered,Yes
adhy126141446,High,van,Delivered,Yes
bikc237014289,High,van,Delivered,Yes
msib763867657,High,van,Delivered,Yes
woss177084281,High,van,Delivered,Yes
ablr678062995,High,van,Delivered,No
bbor455649527,High,van,Delivered,Yes
vfiq247000411,High,van,Delivered,Yes
eroj930040858,High,van,Delivered,Yes
yibq811245398,High,van,Delivered,Yes
jajd549716046,High,van,Delivered,Yes
zatw944580022,High,van,Delivered,Yes
imsf335758421,High,van,Delivered,Yes
vxfz660232111,High,van,Delivered,Yes
yiyp910950346,High,van,Delivered,No
uddg347187654,High,van,Delivered,Yes
zntb431692006,High,van,Delivered,Yes
zbzv345102959,High,van,Delivered,Yes
iyer262186947,High,van,Delivered,Yes
hkkm813944130,High,van,Delivered,Yes
pbed226463236,High,van,Delivered,Yes
vdij061310934,High,van,Delivered,No
msow126632459,High,van,Delivered,Yes
ambc819423299,High,van,Delivered,Yes
plbg788876362,High,van,Delivered,Yes
beki497409242,High,van,Delivered,Yes
esid384119129,High,van,Delivered,Yes
mxae841042926,High,van,Delivered,No
foqa689579151,High,van,Delivered,Yes
ntyk641151314,High,van,Delivered,Yes
uenf154284936,High,van,Delivered,Yes
biai563185775,High,van,Delivered,Yes
udnl844692898,High,van,Delivered,Yes
lzhg577902554,High,van,Delivered,Yes
fdct369047973,High,van,Delivered,Yes
gunj378967999,High,van,Delivered,Yes
pjbq052533590,High,van,Delivered,Yes
bqke820728048,High,van,Delivered,Yes
jizi752979263,High,van,Delivered,Yes
eyiv342437488,High,van,Delivered,Yes
ulyv461881790,High,van,Delivered,Yes
ykqn856125295,High,van,Delivered,Yes
ufkd311046550,High,van,Delivered,Yes
fzok620595690,High,van,Delivered,Yes
dvtk707683918,High,van,Delivered,No
nicq453802842,High,van,Delivered,Yes
csnc678655903,High,van,Delivered,Yes
rzqd304736668,High,van,Delivered,Yes
htuj407053036,High,van,Delivered,Yes
crqp122445699,High,van,Delivered,Yes
btvg921010500,High,van,Delivered,Yes
fqlf620665191,High,van,Delivered,No
jnda914540801,High,van,Delivered,Yes
xziw207211257,High,van,Delivered,Yes
yepj991510536,High,van,Delivered,Yes
zvsw063629454,High,van,Delivered,Yes
swco554194257,High,van,Delivered,Yes
nwvt665543662,High,van,Delivered,Yes
qwxj852127280,High,van,Delivered,Yes
pkak593987810,High,van,Delivered,Yes
lwre544478513,High,van,Delivered,No
ltym913808404,High,van,Delivered,Yes
jnbl579197482,High,van,Delivered,Yes
